train_id,source_station,destination_station,train_capacity,booked_seats,available_seats,waiting_list_count,day_type,festival_flag,travel_date,crowd_level 
TR8378,Varanasi,Visakhapatnam,600,115,485,51,Weekend,No,2025-03-08,low
TR8379,Varanasi,Vijayawada,600,178,422,3,Weekday,Yes,2024-04-18,low
TR8380,Varanasi,Guntur,600,206,394,52,Weekend,No,2025-03-30,low
TR8381,Varanasi,Tirupati,600,152,448,2,Weekend,No,2024-09-01,low
TR8382,Varanasi,Rajahmundry,600,97,503,40,Weekend,No,2025-05-17,low
TR8383,Varanasi,Warangal,600,119,481,21,Weekday,No,2025-01-09,low
TR8384,Varanasi,Nizamabad,600,195,405,27,Weekday,No,2025-10-23,low
TR8385,Varanasi,Coimbatore,600,90,510,6,Weekend,No,2024-11-17,low
TR8386,Varanasi,Madurai,600,99,501,40,Weekend,No,2024-08-03,low
TR8387,Varanasi,Trichy,600,195,405,37,Weekday,No,2025-03-06,low
TR8388,Varanasi,Salem,600,158,442,19,Weekend,No,2025-04-26,low
TR8389,Varanasi,Erode,600,136,464,28,Weekend,No,2024-11-17,low
TR8390,Varanasi,Tirunelveli,600,145,455,33,Weekday,No,2025-02-13,low
TR8391,Varanasi,Thoothukudi,600,98,502,41,Weekday,No,2024-12-10,low
TR8392,Varanasi,Vellore,600,192,408,32,Weekend,No,2024-08-11,low
TR8393,Varanasi,Kochi,600,130,470,3,Weekend,Yes,2024-08-17,low
TR8394,Varanasi,Thiruvananthapuram,600,143,457,32,Weekend,No,2025-10-25,low
TR8395,Varanasi,Kozhikode,600,186,414,20,Weekday,No,2025-05-08,low
TR8396,Varanasi,Thrissur,600,157,443,24,Weekend,No,2024-03-10,low
TR8397,Varanasi,Kollam,600,135,465,22,Weekday,No,2025-12-04,low
TR8398,Varanasi,Mysore,600,90,510,21,Weekday,No,2025-06-04,low
TR8399,Varanasi,Mangalore,600,187,413,14,Weekday,No,2024-02-06,low
TR8400,Varanasi,Hubli,600,173,427,19,Weekday,No,2025-06-16,low
TR8401,Varanasi,Belgaum,600,144,456,42,Weekday,No,2025-03-07,low
TR8402,Varanasi,Davangere,600,119,481,13,Weekday,No,2025-10-31,low
TR8403,Varanasi,Vadodara,600,170,430,45,Weekday,No,2024-12-23,low
TR8404,Varanasi,Rajkot,600,192,408,26,Weekday,No,2025-01-14,low
TR8405,Varanasi,Jamnagar,600,174,426,36,Weekend,No,2024-08-18,low
TR8406,Varanasi,Bhavnagar,600,248,352,7,Weekday,Yes,2024-08-23,medium
TR8407,Varanasi,Gandhinagar,600,203,397,12,Weekday,No,2025-03-27,low
TR8408,Varanasi,Nashik,600,164,436,54,Weekday,No,2025-08-28,low
TR8409,Varanasi,Aurangabad,600,204,396,49,Weekday,No,2025-10-13,low
TR8410,Varanasi,Kolhapur,600,171,429,4,Weekday,No,2025-07-17,low
TR8411,Varanasi,Solapur,600,171,429,54,Weekday,No,2025-03-21,low
TR8412,Varanasi,Thane,600,231,369,50,Weekday,No,2024-12-31,low
TR8413,Varanasi,Navi Mumbai,600,126,474,8,Weekday,Yes,2024-09-05,low
TR8414,Varanasi,Amravati,600,170,430,14,Weekday,No,2025-07-15,low
TR8415,Varanasi,Jodhpur,600,226,374,10,Weekday,No,2024-08-20,low
TR8416,Varanasi,Udaipur,600,184,416,51,Weekend,No,2024-07-14,low
TR8417,Varanasi,Ajmer,600,151,449,51,Weekday,No,2025-09-26,low
TR8418,Varanasi,Kota,600,90,510,43,Weekday,Yes,2025-03-06,low
TR8419,Varanasi,Bikaner,600,90,510,15,Weekend,No,2024-09-15,low
TR8420,Varanasi,Alwar,600,269,331,55,Weekday,Yes,2025-09-24,medium
TR8421,Varanasi,Prayagraj,600,184,416,50,Weekday,No,2025-12-04,low
TR8422,Varanasi,Agra,600,141,459,52,Weekday,No,2024-08-20,low
TR8423,Varanasi,Meerut,600,186,414,21,Weekday,No,2025-01-16,low
TR8424,Varanasi,Bareilly,600,123,477,42,Weekday,No,2024-12-19,low
TR8425,Varanasi,Gorakhpur,600,153,447,40,Weekday,No,2025-05-27,low
TR8426,Varanasi,Mathura,600,124,476,9,Weekday,Yes,2025-11-26,low
TR8427,Varanasi,Dehradun,600,101,499,34,Weekday,No,2025-02-04,low
TR8428,Varanasi,Haridwar,600,90,510,32,Weekday,Yes,2025-08-06,low
TR8429,Varanasi,Amritsar,600,92,508,35,Weekday,Yes,2025-03-11,low
TR8430,Varanasi,Ludhiana,600,218,382,20,Weekday,No,2025-10-10,low
TR8431,Varanasi,Jalandhar,600,122,478,40,Weekday,Yes,2024-10-22,low
TR8432,Varanasi,Patiala,600,195,405,53,Weekday,No,2024-10-08,low
TR8433,Varanasi,Chandigarh,600,215,385,36,Weekday,No,2024-11-04,low
TR8434,Varanasi,Jammu,600,170,430,52,Weekday,Yes,2025-12-29,low
TR8435,Varanasi,Srinagar,600,155,445,46,Weekend,No,2025-03-22,low
TR8436,Varanasi,Raipur,600,175,425,18,Weekend,No,2024-04-21,low
TR8437,Varanasi,Bilaspur,600,149,451,44,Weekday,No,2024-01-30,low
TR8438,Varanasi,Durg,600,227,373,40,Weekday,No,2025-01-14,low
TR8439,Varanasi,Jabalpur,600,259,341,56,Weekday,No,2025-08-11,medium
TR8440,Varanasi,Gwalior,600,239,361,20,Weekday,No,2024-12-16,low
TR8441,Varanasi,Ujjain,600,90,510,9,Weekday,No,2025-02-13,low
TR8442,Varanasi,Rewa,600,148,452,40,Weekday,No,2025-08-06,low
TR8443,Varanasi,Dhanbad,600,169,431,37,Weekend,No,2025-01-12,low
TR8444,Varanasi,Asansol,600,191,409,36,Weekend,No,2025-10-26,low
TR8445,Varanasi,Jamshedpur,600,90,510,44,Weekday,No,2025-04-11,low
TR8446,Varanasi,Tatanagar,600,90,510,30,Weekday,No,2025-06-18,low
TR8447,Varanasi,Gaya,600,232,368,1,Weekday,No,2025-07-25,low
TR8448,Varanasi,Muzaffarpur,600,142,458,52,Weekday,No,2025-04-03,low
TR8449,Varanasi,Bhagalpur,600,98,502,16,Weekday,Yes,2024-02-06,low
TR8450,Varanasi,Siliguri,600,116,484,14,Weekday,No,2024-11-08,low
TR8451,Varanasi,New Jalpaiguri,600,188,412,48,Weekend,No,2024-04-13,low
TR8452,Varanasi,Durgapur,600,129,471,47,Weekday,No,2025-01-08,low
TR8453,Varanasi,Howrah,600,181,419,30,Weekend,No,2024-04-14,low
TR8454,Varanasi,Malda,600,122,478,41,Weekday,No,2025-01-07,low
TR8455,Varanasi,Panaji,600,90,510,4,Weekend,No,2024-09-08,low
TR8456,Prayagraj,Delhi,600,237,363,16,Weekday,No,2024-01-15,low
TR8457,Prayagraj,New Delhi,600,188,412,14,Weekday,No,2024-04-01,low
TR8458,Prayagraj,Mumbai,600,153,447,25,Weekday,No,2025-01-02,low
TR8459,Prayagraj,Chennai,600,144,456,21,Weekday,No,2024-02-27,low
TR8460,Prayagraj,Kolkata,600,239,361,4,Weekday,No,2025-09-17,low
TR8461,Prayagraj,Bangalore,600,197,403,41,Weekday,No,2025-07-08,low
TR8462,Prayagraj,Hyderabad,600,224,376,35,Weekday,Yes,2025-06-02,low
TR8463,Prayagraj,Pune,600,141,459,22,Weekend,No,2024-05-05,low
TR8464,Prayagraj,Ahmedabad,600,171,429,53,Weekday,No,2025-08-04,low
TR8465,Prayagraj,Jaipur,600,188,412,21,Weekday,No,2025-04-08,low
TR8466,Prayagraj,Surat,600,143,457,7,Weekend,No,2024-10-12,low
TR8467,Prayagraj,Lucknow,600,164,436,50,Weekday,No,2024-01-01,low
TR8468,Prayagraj,Kanpur,600,141,459,7,Weekday,No,2025-01-21,low
TR8469,Prayagraj,Nagpur,600,188,412,4,Weekday,No,2025-08-04,low
TR8470,Prayagraj,Indore,600,106,494,28,Weekday,No,2024-01-25,low
TR8471,Prayagraj,Bhopal,600,196,404,34,Weekday,No,2024-02-08,low
TR8472,Prayagraj,Patna,600,184,416,16,Weekend,No,2024-10-06,low
TR8473,Prayagraj,Ranchi,600,159,441,50,Weekday,No,2025-01-08,low
TR8474,Prayagraj,Bhubaneswar,600,191,409,16,Weekday,No,2024-12-12,low
TR8475,Prayagraj,Cuttack,600,151,449,57,Weekday,No,2024-11-07,low
TR8476,Prayagraj,Puri,600,137,463,38,Weekday,No,2024-07-05,low
TR8477,Prayagraj,Rourkela,600,195,405,11,Weekday,No,2024-02-13,low
TR8478,Prayagraj,Sambalpur,600,197,403,24,Weekday,No,2024-01-23,low
TR8479,Prayagraj,Guwahati,600,145,455,4,Weekday,No,2024-03-13,low
TR8480,Prayagraj,Dibrugarh,600,140,460,50,Weekday,No,2025-05-19,low
TR8481,Prayagraj,Agartala,600,160,440,38,Weekday,No,2025-07-28,low
TR8482,Prayagraj,Silchar,600,142,458,25,Weekday,No,2024-11-14,low
TR8483,Prayagraj,Visakhapatnam,600,242,358,40,Weekday,No,2024-02-26,medium
TR8484,Prayagraj,Vijayawada,600,184,416,36,Weekday,No,2024-10-30,low
TR8485,Prayagraj,Guntur,600,170,430,35,Weekend,No,2025-12-21,low
TR8486,Prayagraj,Tirupati,600,124,476,23,Weekday,No,2024-07-01,low
TR8487,Prayagraj,Rajahmundry,600,204,396,21,Weekday,No,2024-12-25,low
TR8488,Prayagraj,Warangal,600,140,460,15,Weekday,No,2025-01-28,low
TR8489,Prayagraj,Nizamabad,600,138,462,47,Weekday,No,2024-08-29,low
TR8490,Prayagraj,Coimbatore,600,206,394,28,Weekend,No,2024-11-16,low
TR8491,Prayagraj,Madurai,600,188,412,28,Weekday,No,2024-12-10,low
TR8492,Prayagraj,Trichy,600,90,510,43,Weekday,No,2024-12-12,low
TR8493,Prayagraj,Salem,600,161,439,31,Weekend,No,2025-06-08,low
TR8494,Prayagraj,Erode,600,175,425,57,Weekday,No,2025-02-28,low
TR8495,Prayagraj,Tirunelveli,600,153,447,14,Weekday,No,2024-02-09,low
TR8496,Prayagraj,Thoothukudi,600,177,423,2,Weekday,No,2024-01-05,low
TR8497,Prayagraj,Vellore,600,90,510,25,Weekend,No,2024-10-27,low
TR8498,Prayagraj,Kochi,600,90,510,31,Weekend,No,2025-10-25,low
TR8499,Prayagraj,Thiruvananthapuram,600,122,478,49,Weekend,No,2024-01-27,low
TR8500,Prayagraj,Kozhikode,600,182,418,38,Weekday,No,2024-02-21,low
TR8501,Prayagraj,Thrissur,600,90,510,56,Weekend,No,2025-05-11,low
TR8502,Prayagraj,Kollam,600,128,472,5,Weekday,No,2024-11-25,low
TR8503,Prayagraj,Mysore,600,90,510,32,Weekday,No,2024-06-17,low
TR8504,Prayagraj,Mangalore,600,157,443,49,Weekday,No,2024-05-31,low
TR8505,Prayagraj,Hubli,600,263,337,30,Weekday,No,2025-05-01,medium
TR8506,Prayagraj,Belgaum,600,159,441,16,Weekday,Yes,2025-01-17,low
TR8507,Prayagraj,Davangere,600,164,436,46,Weekday,No,2025-04-11,low
TR8508,Prayagraj,Vadodara,600,209,391,52,Weekday,Yes,2024-07-23,low
TR8509,Prayagraj,Rajkot,600,170,430,15,Weekend,No,2025-01-19,low
TR8510,Prayagraj,Jamnagar,600,159,441,33,Weekend,Yes,2025-09-20,low
TR8511,Prayagraj,Bhavnagar,600,213,387,48,Weekday,No,2024-08-19,low
TR8512,Prayagraj,Gandhinagar,600,192,408,9,Weekday,No,2024-10-16,low
TR8513,Prayagraj,Nashik,600,183,417,0,Weekday,No,2024-04-29,low
TR8514,Prayagraj,Aurangabad,600,162,438,44,Weekday,No,2025-04-11,low
TR8515,Prayagraj,Kolhapur,600,152,448,45,Weekday,No,2024-01-24,low
TR8516,Prayagraj,Solapur,600,213,387,9,Weekend,Yes,2024-06-30,low
TR8517,Prayagraj,Thane,600,153,447,35,Weekday,No,2025-06-05,low
TR8518,Prayagraj,Navi Mumbai,600,228,372,43,Weekday,No,2024-01-15,low
TR8519,Prayagraj,Amravati,600,119,481,57,Weekday,No,2025-12-24,low
TR8520,Prayagraj,Jodhpur,600,238,362,48,Weekday,No,2024-10-22,low
TR8521,Prayagraj,Udaipur,600,192,408,13,Weekday,No,2024-10-18,low
TR8522,Prayagraj,Ajmer,600,122,478,34,Weekday,No,2025-01-27,low
TR8523,Prayagraj,Kota,600,193,407,43,Weekend,Yes,2025-04-12,low
TR8524,Prayagraj,Bikaner,600,138,462,16,Weekend,No,2024-12-01,low
TR8525,Prayagraj,Alwar,600,171,429,9,Weekday,No,2025-10-08,low
TR8526,Prayagraj,Varanasi,600,146,454,26,Weekday,No,2025-12-04,low
TR8527,Prayagraj,Agra,600,163,437,43,Weekend,No,2024-05-26,low
TR8528,Prayagraj,Meerut,600,214,386,31,Weekend,Yes,2025-05-31,low
TR8529,Prayagraj,Bareilly,600,194,406,36,Weekday,No,2024-08-07,low
TR8530,Prayagraj,Gorakhpur,600,115,485,39,Weekend,No,2025-12-28,low
TR8531,Prayagraj,Mathura,600,118,482,57,Weekday,No,2024-07-04,low
TR8532,Prayagraj,Dehradun,600,182,418,38,Weekend,No,2024-08-03,low
TR8533,Prayagraj,Haridwar,600,185,415,8,Weekday,No,2025-06-06,low
TR8534,Prayagraj,Amritsar,600,137,463,24,Weekday,No,2025-07-30,low
TR8535,Prayagraj,Ludhiana,600,245,355,10,Weekday,No,2024-04-03,medium
TR8536,Prayagraj,Jalandhar,600,208,392,45,Weekday,No,2025-02-10,low
TR8537,Prayagraj,Patiala,600,139,461,59,Weekday,No,2024-09-09,low
TR8538,Prayagraj,Chandigarh,600,134,466,46,Weekend,No,2025-03-23,low
TR8539,Prayagraj,Jammu,600,158,442,14,Weekday,No,2025-02-10,low
TR8540,Prayagraj,Srinagar,600,153,447,41,Weekend,No,2025-12-21,low
TR8541,Prayagraj,Raipur,600,229,371,1,Weekday,No,2025-11-13,low
TR8542,Prayagraj,Bilaspur,600,216,384,16,Weekday,No,2025-04-23,low
TR8543,Prayagraj,Durg,600,171,429,18,Weekend,Yes,2025-05-11,low
TR8544,Prayagraj,Jabalpur,600,201,399,28,Weekend,No,2025-10-19,low
TR8545,Prayagraj,Gwalior,600,208,392,19,Weekday,No,2024-05-14,low
TR8546,Prayagraj,Ujjain,600,172,428,25,Weekend,No,2025-06-14,low
TR8547,Prayagraj,Rewa,600,188,412,0,Weekday,Yes,2025-07-18,low
TR8548,Prayagraj,Dhanbad,600,197,403,49,Weekday,No,2024-04-03,low
TR8549,Prayagraj,Asansol,600,192,408,23,Weekday,No,2025-10-06,low
TR8550,Prayagraj,Jamshedpur,600,132,468,48,Weekday,No,2025-05-26,low
TR8551,Prayagraj,Tatanagar,600,136,464,3,Weekday,No,2024-09-10,low
TR8552,Prayagraj,Gaya,600,155,445,51,Weekday,No,2024-12-20,low
TR8553,Prayagraj,Muzaffarpur,600,135,465,37,Weekday,No,2024-12-23,low
TR8554,Prayagraj,Bhagalpur,600,98,502,13,Weekend,No,2025-11-02,low
TR8555,Prayagraj,Siliguri,600,201,399,45,Weekday,No,2025-12-09,low
TR8556,Prayagraj,New Jalpaiguri,600,186,414,44,Weekday,No,2025-08-12,low
TR8557,Prayagraj,Durgapur,600,105,495,43,Weekday,No,2025-04-21,low
TR8558,Prayagraj,Howrah,600,157,443,52,Weekend,Yes,2024-03-17,low
TR8559,Prayagraj,Malda,600,160,440,57,Weekday,Yes,2025-10-30,low
TR8560,Prayagraj,Panaji,600,178,422,9,Weekend,Yes,2024-04-07,low
TR8561,Agra,Delhi,600,117,483,16,Weekday,No,2024-05-01,low
TR8562,Agra,New Delhi,600,104,496,2,Weekday,No,2024-02-20,low
TR8563,Agra,Mumbai,600,194,406,3,Weekend,No,2025-11-23,low
TR8564,Agra,Chennai,600,95,505,6,Weekday,No,2024-12-26,low
TR8565,Agra,Kolkata,600,158,442,41,Weekday,No,2024-06-21,low
TR8566,Agra,Bangalore,600,153,447,36,Weekday,No,2024-02-29,low
TR8567,Agra,Hyderabad,600,163,437,2,Weekday,No,2024-10-28,low
TR8568,Agra,Pune,600,181,419,25,Weekday,No,2025-06-13,low
TR8569,Agra,Ahmedabad,600,246,354,6,Weekend,No,2025-12-28,medium
TR8570,Agra,Jaipur,600,92,508,11,Weekday,Yes,2025-02-07,low
TR8571,Agra,Surat,600,211,389,3,Weekday,Yes,2025-03-19,low
TR8572,Agra,Lucknow,600,90,510,31,Weekday,No,2025-09-03,low
TR8573,Agra,Kanpur,600,236,364,4,Weekday,No,2025-10-21,low
TR8574,Agra,Nagpur,600,90,510,47,Weekday,No,2024-07-23,low
TR8575,Agra,Indore,600,286,314,55,Weekday,No,2025-12-26,medium
TR8576,Agra,Bhopal,600,150,450,51,Weekday,No,2025-01-14,low
TR8577,Agra,Patna,600,231,369,49,Weekday,No,2025-11-10,low
TR8578,Agra,Ranchi,600,221,379,45,Weekday,No,2024-03-26,low
TR8579,Agra,Bhubaneswar,600,148,452,54,Weekday,No,2024-03-12,low
TR8580,Agra,Cuttack,600,152,448,53,Weekday,No,2025-10-08,low
TR8581,Agra,Puri,600,129,471,12,Weekday,No,2025-05-06,low
TR8582,Agra,Rourkela,600,207,393,36,Weekday,No,2024-05-07,low
TR8583,Agra,Sambalpur,600,149,451,18,Weekday,No,2025-10-16,low
TR8584,Agra,Guwahati,600,130,470,50,Weekday,No,2024-03-15,low
TR8585,Agra,Dibrugarh,600,195,405,0,Weekday,No,2025-05-13,low
TR8586,Agra,Agartala,600,126,474,25,Weekday,No,2024-05-29,low
TR8587,Agra,Silchar,600,153,447,22,Weekday,Yes,2024-02-21,low
TR8588,Agra,Visakhapatnam,600,174,426,51,Weekday,No,2025-08-12,low
TR8589,Agra,Vijayawada,600,138,462,17,Weekday,No,2025-09-11,low
TR8590,Agra,Guntur,600,145,455,53,Weekday,No,2024-03-18,low
TR8591,Agra,Tirupati,600,243,357,29,Weekend,No,2024-03-09,medium
TR8592,Agra,Rajahmundry,600,159,441,41,Weekday,No,2025-03-25,low
TR8593,Agra,Warangal,600,152,448,31,Weekend,No,2024-01-21,low
TR8594,Agra,Nizamabad,600,161,439,25,Weekend,Yes,2025-06-29,low
TR8595,Agra,Coimbatore,600,191,409,18,Weekday,No,2025-10-31,low
TR8596,Agra,Madurai,600,119,481,16,Weekday,No,2025-07-03,low
TR8597,Agra,Trichy,600,189,411,38,Weekday,No,2024-06-17,low
TR8598,Agra,Salem,600,181,419,19,Weekend,No,2024-05-18,low
TR8599,Agra,Erode,600,90,510,51,Weekday,No,2025-05-12,low
TR8600,Agra,Tirunelveli,600,255,345,7,Weekday,No,2024-02-15,medium
TR8601,Agra,Thoothukudi,600,239,361,12,Weekday,No,2025-01-28,low
TR8602,Agra,Vellore,600,131,469,2,Weekend,No,2024-11-24,low
TR8603,Agra,Kochi,600,115,485,51,Weekend,No,2025-06-28,low
TR8604,Agra,Thiruvananthapuram,600,180,420,24,Weekday,No,2024-05-28,low
TR8605,Agra,Kozhikode,600,101,499,2,Weekday,No,2025-07-11,low
TR8606,Agra,Thrissur,600,234,366,2,Weekday,No,2025-05-26,low
TR8607,Agra,Kollam,600,146,454,55,Weekend,Yes,2024-06-23,low
TR8608,Agra,Mysore,600,247,353,52,Weekday,No,2024-09-17,medium
TR8609,Agra,Mangalore,600,129,471,16,Weekend,No,2024-02-18,low
TR8610,Agra,Hubli,600,164,436,38,Weekend,No,2024-11-24,low
TR8611,Agra,Belgaum,600,230,370,15,Weekday,No,2024-07-09,low
TR8612,Agra,Davangere,600,153,447,50,Weekend,No,2024-03-23,low
TR8613,Agra,Vadodara,600,182,418,42,Weekday,No,2025-02-13,low
TR8614,Agra,Rajkot,600,221,379,26,Weekday,No,2025-02-18,low
TR8615,Agra,Jamnagar,600,142,458,55,Weekend,No,2024-03-03,low
TR8616,Agra,Bhavnagar,600,108,492,13,Weekday,Yes,2024-05-15,low
TR8617,Agra,Gandhinagar,600,99,501,59,Weekday,No,2024-03-01,low
TR8618,Agra,Nashik,600,197,403,17,Weekend,No,2025-05-11,low
TR8619,Agra,Aurangabad,600,188,412,53,Weekday,No,2024-09-04,low
TR8620,Agra,Kolhapur,600,220,380,51,Weekday,No,2024-02-22,low
TR8621,Agra,Solapur,600,156,444,33,Weekday,No,2024-05-20,low
TR8622,Agra,Thane,600,100,500,7,Weekend,Yes,2025-12-14,low
TR8623,Agra,Navi Mumbai,600,90,510,45,Weekday,No,2024-07-05,low
TR8624,Agra,Amravati,600,307,293,41,Weekday,No,2025-05-15,medium
TR8625,Agra,Jodhpur,600,194,406,51,Weekend,Yes,2024-12-08,low
TR8626,Agra,Udaipur,600,176,424,13,Weekend,Yes,2024-05-12,low
TR8627,Agra,Ajmer,600,182,418,14,Weekday,No,2024-08-12,low
TR8628,Agra,Kota,600,100,500,21,Weekday,Yes,2024-01-11,low
TR8629,Agra,Bikaner,600,131,469,22,Weekday,No,2025-06-30,low
TR8630,Agra,Alwar,600,253,347,0,Weekend,No,2024-09-01,medium
TR8631,Agra,Varanasi,600,201,399,9,Weekday,No,2024-12-30,low
TR8632,Agra,Prayagraj,600,132,468,28,Weekend,No,2024-04-21,low
TR8633,Agra,Meerut,600,110,490,58,Weekday,No,2025-08-25,low
TR8634,Agra,Bareilly,600,144,456,7,Weekend,No,2024-06-08,low
TR8635,Agra,Gorakhpur,600,154,446,14,Weekday,No,2025-02-17,low
TR8636,Agra,Mathura,600,267,333,51,Weekday,No,2025-09-29,medium
TR8637,Agra,Dehradun,600,160,440,2,Weekday,Yes,2025-06-05,low
TR8638,Agra,Haridwar,600,112,488,5,Weekend,No,2025-03-16,low
TR8639,Agra,Amritsar,600,166,434,53,Weekend,No,2025-10-11,low
TR8640,Agra,Ludhiana,600,182,418,15,Weekday,No,2024-05-08,low
TR8641,Agra,Jalandhar,600,107,493,18,Weekday,No,2025-12-05,low
TR8642,Agra,Patiala,600,188,412,0,Weekday,No,2025-02-10,low
TR8643,Agra,Chandigarh,600,227,373,24,Weekend,No,2024-10-26,low
TR8644,Agra,Jammu,600,176,424,59,Weekday,No,2024-07-05,low
TR8645,Agra,Srinagar,600,131,469,59,Weekend,No,2025-06-28,low
TR8646,Agra,Raipur,600,144,456,38,Weekend,No,2025-12-14,low
TR8647,Agra,Bilaspur,600,90,510,40,Weekday,No,2025-05-19,low
TR8648,Agra,Durg,600,163,437,38,Weekday,No,2024-01-24,low
TR8649,Agra,Jabalpur,600,184,416,41,Weekend,No,2024-12-08,low
TR8650,Agra,Gwalior,600,126,474,31,Weekday,Yes,2025-06-19,low
TR8651,Agra,Ujjain,600,262,338,12,Weekday,No,2024-10-17,medium
TR8652,Agra,Rewa,600,207,393,52,Weekend,No,2025-07-19,low
TR8653,Agra,Dhanbad,600,90,510,52,Weekend,No,2025-06-01,low
TR8654,Agra,Asansol,600,90,510,8,Weekday,No,2024-02-19,low
TR8655,Agra,Jamshedpur,600,122,478,5,Weekday,No,2025-02-11,low
TR8656,Agra,Tatanagar,600,244,356,47,Weekend,Yes,2024-05-05,medium
TR8657,Agra,Gaya,600,212,388,2,Weekend,No,2024-12-21,low
TR8658,Agra,Muzaffarpur,600,247,353,48,Weekday,No,2024-10-07,medium
TR8659,Agra,Bhagalpur,600,169,431,58,Weekday,No,2025-08-12,low
TR8660,Agra,Siliguri,600,159,441,2,Weekday,No,2025-09-26,low
TR8661,Agra,New Jalpaiguri,600,109,491,47,Weekday,No,2024-12-03,low
TR8662,Agra,Durgapur,600,186,414,7,Weekday,No,2025-01-27,low
TR8663,Agra,Howrah,600,160,440,17,Weekday,No,2025-04-02,low
TR8664,Agra,Malda,600,158,442,32,Weekday,No,2025-04-24,low
TR8665,Agra,Panaji,600,247,353,40,Weekday,No,2025-04-09,medium
TR8666,Meerut,Delhi,600,163,437,5,Weekend,No,2025-07-26,low
TR8667,Meerut,New Delhi,600,233,367,6,Weekday,No,2025-12-18,low
TR8668,Meerut,Mumbai,600,93,507,16,Weekday,No,2025-08-28,low
TR8669,Meerut,Chennai,600,298,302,40,Weekday,No,2024-04-08,medium
TR8670,Meerut,Kolkata,600,151,449,24,Weekend,No,2024-12-14,low
TR8671,Meerut,Bangalore,600,203,397,16,Weekday,No,2024-12-03,low
TR8672,Meerut,Hyderabad,600,211,389,9,Weekday,Yes,2025-01-06,low
TR8673,Meerut,Pune,600,145,455,58,Weekday,No,2025-01-21,low
TR8674,Meerut,Ahmedabad,600,208,392,42,Weekend,Yes,2025-06-08,low
TR8675,Meerut,Jaipur,600,211,389,59,Weekend,No,2024-11-03,low
TR8676,Meerut,Surat,600,135,465,29,Weekday,No,2024-07-11,low
TR8677,Meerut,Lucknow,600,135,465,49,Weekend,No,2024-11-30,low
TR8678,Meerut,Kanpur,600,171,429,38,Weekday,No,2025-09-16,low
TR8679,Meerut,Nagpur,600,163,437,31,Weekday,No,2024-08-15,low
TR8680,Meerut,Indore,600,236,364,28,Weekday,No,2024-01-16,low
TR8681,Meerut,Bhopal,600,203,397,30,Weekend,No,2025-12-14,low
TR8682,Meerut,Patna,600,166,434,24,Weekday,No,2024-05-23,low
TR8683,Meerut,Ranchi,600,198,402,38,Weekend,No,2025-03-16,low
TR8684,Meerut,Bhubaneswar,600,90,510,29,Weekday,No,2025-08-07,low
TR8685,Meerut,Cuttack,600,139,461,58,Weekday,No,2024-07-19,low
TR8686,Meerut,Puri,600,183,417,53,Weekday,No,2024-09-05,low
TR8687,Meerut,Rourkela,600,222,378,27,Weekday,No,2024-07-24,low
TR8688,Meerut,Sambalpur,600,179,421,23,Weekday,No,2024-04-19,low
TR8689,Meerut,Guwahati,600,239,361,45,Weekend,No,2024-04-21,low
TR8690,Meerut,Dibrugarh,600,211,389,38,Weekday,No,2024-05-16,low
TR8691,Meerut,Agartala,600,146,454,13,Weekend,No,2024-11-30,low
TR8692,Meerut,Silchar,600,162,438,50,Weekday,No,2025-01-22,low
TR8693,Meerut,Visakhapatnam,600,189,411,40,Weekday,No,2024-01-12,low
TR8694,Meerut,Vijayawada,600,147,453,37,Weekday,No,2025-09-10,low
TR8695,Meerut,Guntur,600,242,358,46,Weekday,No,2025-05-09,medium
TR8696,Meerut,Tirupati,600,116,484,13,Weekday,No,2024-02-21,low
TR8697,Meerut,Rajahmundry,600,184,416,47,Weekday,No,2025-09-08,low
TR8698,Meerut,Warangal,600,204,396,7,Weekday,No,2024-01-23,low
TR8699,Meerut,Nizamabad,600,154,446,47,Weekday,No,2025-02-13,low
TR8700,Meerut,Coimbatore,600,143,457,35,Weekday,No,2024-12-06,low
TR8701,Meerut,Madurai,600,165,435,34,Weekday,No,2025-01-02,low
TR8702,Meerut,Trichy,600,208,392,43,Weekend,No,2025-11-29,low
TR8703,Meerut,Salem,600,145,455,18,Weekend,No,2025-11-08,low
TR8704,Meerut,Erode,600,118,482,46,Weekday,No,2024-07-22,low
TR8705,Meerut,Tirunelveli,600,224,376,1,Weekday,No,2025-02-27,low
TR8706,Meerut,Thoothukudi,600,188,412,41,Weekday,No,2025-12-02,low
TR8707,Meerut,Vellore,600,217,383,47,Weekday,No,2025-06-16,low
TR8708,Meerut,Kochi,600,205,395,0,Weekday,No,2025-10-10,low
TR8709,Meerut,Thiruvananthapuram,600,274,326,41,Weekday,No,2024-11-13,medium
TR8710,Meerut,Kozhikode,600,222,378,46,Weekday,No,2024-07-25,low
TR8711,Meerut,Thrissur,600,134,466,31,Weekday,No,2025-01-08,low
TR8712,Meerut,Kollam,600,192,408,36,Weekday,No,2025-08-20,low
TR8713,Meerut,Mysore,600,142,458,3,Weekend,No,2025-11-09,low
TR8714,Meerut,Mangalore,600,147,453,59,Weekday,No,2025-05-16,low
TR8715,Meerut,Hubli,600,101,499,58,Weekend,Yes,2025-05-31,low
TR8716,Meerut,Belgaum,600,155,445,45,Weekday,No,2025-01-09,low
TR8717,Meerut,Davangere,600,195,405,0,Weekday,No,2024-08-21,low
